X1,X2,y
5.496714153011233,5.3240839693947954,0.0
4.861735698828816,4.6149177195836835,0.0
5.6476885381006925,4.323077999694041,0.0
6.523029856408026,5.611676288840868,0.0
4.765846625276664,6.030999522495951,0.0
4.765863043050819,5.931280119116199,0.0
6.5792128155073915,4.160782476777362,0.0
5.7674347291529084,4.690787624148785,0.0
4.530525614065048,5.331263431403564,0.0
5.542560043585965,5.975545127122359,0.0
4.536582307187538,4.52082576215471,0.0
4.5342702464297435,4.8143410233361825,0.0
5.241962271566035,3.893665025993972,0.0
3.086719755342202,3.803793375919329,0.0
3.2750821674869672,5.812525822394198,0.0
4.437712470759028,6.356240028570823,0.0
3.9871688796655764,4.927989878419666,0.0
5.314247332595274,6.003532897892024,0.0
4.091975924478789,5.361636025047634,0.0
3.5876962986647083,4.354880245394876,0.0
6.465648768921554,5.361395605508414,0.0
4.774223699513464,6.538036566465969,0.0
5.067528204687924,4.964173960890048,0.0
3.575251813786543,6.564643655814006,0.0
4.455617275474817,2.3802548959102556,0.0
5.110922589709866,5.821902504375224,0.0
3.8490064225776974,5.087047068238172,0.0
5.3756980183456715,4.7009926495341325,0.0
4.399361310081195,5.091760776535502,0.0
4.708306250206723,3.012431085399107,0.0
4.398293387770603,4.780328112162488,0.0
6.852278184508938,5.357112571511746,0.0
4.986502775262066,6.477894044741516,0.0
3.9422890710440996,4.481729781726353,0.0
5.822544912103189,4.191506397106813,0.0
3.7791563500289778,4.498242956415464,0.0
5.208863595004756,5.915402117702074,0.0
3.040329876120224,5.3287511096596845,0.0
3.6718139511015693,4.470239796232962,0.0
5.1968612358691235,5.513267433113356,0.0
5.738466579995411,5.0970775493480405,0.0
5.17136828118997,5.968644990532889,0.0
4.88435171761176,4.297946906122648,0.0
4.698896304410711,4.672337853402232,0.0
3.5214780096325726,4.607891846867842,0.0
4.280155791605291,3.5364850518678814,0.0
4.539361229040212,5.296120277064576,0.0
6.057122226218915,5.261055272179889,0.0
5.343618289568461,5.005113456642461,0.0
3.236959844637266,4.765412866624853,0.0
6.584629257949586,8.250492850345877,1.0
7.579354677234641,8.346448209496975,1.0
7.65728548347323,7.319975278421509,1.0
7.197722730778381,8.232253697161003,1.0
7.838714288333991,8.29307247329868,1.0
8.40405085681454,7.285648581973632,1.0
9.88618590121053,9.865774511144757,1.0
8.174577812831838,8.473832920911788,1.0
8.257550390722765,6.808696502797352,1.0
7.925554084233832,8.65655360863383,1.0
6.081228784700959,7.025318329772679,1.0
7.973486124550783,8.787084603742452,1.0
8.060230209941027,9.158595579007404,1.0
10.463242112485286,7.179317681648289,1.0
7.807639035218878,8.963376129244322,1.0
8.301547342333613,8.412780926936499,1.0
7.965288230294757,8.82206015999449,1.0
6.831321962380468,9.896792982653947,1.0
9.142822814515021,7.754611883997129,1.0
8.751933032686773,7.246263835642511,1.0
8.791031947043047,7.110485570374477,1.0
7.090612545205261,7.184189715034561,1.0
9.402794310936098,7.922898290585896,1.0
6.5981489372077196,8.341151974816643,1.0
8.58685709380027,8.27669079933002,1.0
10.190455625809978,8.827183249036024,1.0
7.009463674869312,8.013001891877908,1.0
7.433702270397228,9.453534077157316,1.0
8.099651365087642,7.735343166762044,1.0
7.496524345883801,10.720169166589619,1.0
6.449336568933868,8.625667347765006,1.0
8.068562974806028,7.142842443583717,1.0
6.937696286273895,6.929107501938888,1.0
8.47359243063518,8.482472415243185,1.0
7.080575765766197,7.776537214674149,1.0
9.54993440501754,8.714000494092092,1.0
7.216746707663763,8.473237624573544,1.0
7.677938483794325,7.927171087343127,1.0
8.81351721736967,7.153206281931595,1.0
6.769135683566045,6.485152775314136,1.0
8.227459934604129,7.553485047932979,1.0
9.307142754282427,8.856398794323471,1.0
6.3925167654387725,8.214093744130205,1.0
8.184633858532305,6.7542612212880115,1.0
8.259882794248423,8.173180925851183,1.0
8.78182287177731,8.385317379728837,1.0
6.763049289121918,7.116142563798867,1.0
6.679543386915723,8.153725105945528,1.0
8.521941565616897,8.058208718446,1.0
8.296984673233187,6.857029702169377,1.0
